,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,OtherBanksAccounts,ShoppingOnlinePerMonth,AverageInterestRateOnCreditLine,NumberOfTransactionsForGamblingCompanies,NumberOfComplaintsOnSocialMediaOnBanks,NumberOfPagesWithLikesOnFacebook,NumberOfAccessedAddsOnFacebook
8142,0,0.078215662,73,0,0.389122176,5000,10,0,1,0,1,6,17,7,5,32,84,955
8143,0,0.048650703,66,0,0.440906483,3485,14,0,1,0,1,2,18,2,28,95,66,93
8144,0,0.675324675,28,1,0.107040092,5212,3,0,0,0,3,2,83,8,87,45,58,349
8145,0,0.535972791,66,0,0.957708385,4066,10,0,3,0,0,4,37,18,3,73,75,999
8146,1,0.9999999,43,0,0.098250336,5200,2,0,0,1,1,9,12,0,52,73,96,988
8147,0,0.055464086,67,1,0.256194754,6900,17,0,1,0,1,0,28,0,64,58,92,695
8148,0,0.187690521,52,0,3261,NA,9,0,2,0,2,5,84,19,28,24,51,341
8149,0,0.104397912,50,0,0.088485252,6000,8,0,0,0,2,2,84,18,41,93,7,252
8150,0,0.501029369,39,0,0.48782235,5583,10,0,2,0,1,0,72,18,32,53,51,819
8151,0,0.056895884,50,0,0.159242371,2850,4,0,0,0,3,5,78,10,92,13,66,828
8152,0,0.003732836,83,0,0,NA,3,0,0,0,0,4,71,18,83,82,71,122
8153,0,0,67,0,1403,NA,9,0,1,0,0,3,30,11,7,5,60,847
8154,0,0.039974819,50,0,48,NA,6,0,0,0,0,0,64,14,30,50,39,539
8155,0,0.271357621,55,0,0.188215411,13016,8,0,2,0,0,9,48,11,73,25,34,798
8156,0,0.9999999,57,1,2109,NA,5,0,1,0,0,9,44,8,92,85,55,843
8157,0,0.280161402,49,0,0.439922821,5700,14,0,3,0,0,9,4,0,82,16,51,879
8158,0,0.205149768,50,0,0.32827862,6000,7,0,2,0,0,1,69,8,45,23,28,322
8159,0,0.9999999,56,2,0.23072905,13400,3,1,2,1,2,6,55,9,77,9,82,955
8160,0,0.858021843,29,1,1541,NA,8,0,1,0,2,4,50,10,23,19,90,337
8161,0,0.16279186,68,0,2262,NA,9,0,1,0,0,4,83,3,70,52,11,394
8162,0,0.005162738,71,0,0.267748028,9000,13,0,3,0,0,2,1,6,75,77,65,249
8163,0,0.096903097,24,0,5,NA,1,0,0,0,0,7,44,8,16,57,37,147
8164,0,0.015997715,63,0,0.00029997,10000,1,0,0,0,0,8,7,2,21,82,87,631
8165,0,0.202875807,57,0,0.117262591,2600,13,0,0,0,0,8,24,2,55,19,68,964
8166,0,0.171100246,56,0,0.341820892,8050,21,0,1,0,0,1,68,6,64,28,91,846
8167,0,0.006958188,65,0,0.002511301,3981,5,0,0,0,0,5,48,18,78,47,42,29
8168,0,0.482622369,46,0,0.166201243,11100,9,0,0,0,2,7,55,9,80,98,4,152
8169,0,0.150342471,64,0,0.284387945,7000,7,0,1,0,1,5,56,16,34,29,93,74
8170,0,0.022179036,55,0,0.41469319,9500,8,0,2,0,3,8,13,17,38,65,84,163
8171,0,0.178906003,52,0,0.374734524,12712,5,0,2,0,0,3,99,3,92,36,28,678
8172,1,0.808125306,41,3,0.430356737,4400,7,0,0,0,1,8,65,5,66,76,90,861
8173,0,0.017425429,63,1,0.46704155,3200,8,0,1,0,0,4,25,3,87,22,63,508
8174,1,0.9999999,23,98,0.006922012,2166,0,98,0,98,0,1,78,16,15,86,46,962
8175,0,0.101106617,62,0,0.079402423,8500,5,0,0,0,0,4,34,19,11,98,23,304
8176,1,0.822326485,45,0,2994,NA,10,0,1,1,0,5,40,19,40,29,31,381
8177,0,0.079273171,45,0,0.243066302,8400,5,0,2,0,3,3,70,14,14,16,79,286
8178,0,0.290225469,62,0,0.555447471,3083,9,0,2,0,0,1,98,17,1,62,32,333
8179,0,0.890473968,56,0,0.194451032,12650,9,0,1,0,1,0,49,14,63,33,25,690
8180,0,0,52,0,0.309083174,4700,6,0,0,0,0,1,61,11,69,52,52,632
8181,0,0.008518203,41,0,2357,NA,7,0,1,0,0,5,90,17,84,79,42,525
8182,0,0.807438512,36,0,0.367797303,7340,6,0,2,0,2,2,90,5,33,72,70,566
8183,0,0.096,71,0,29,NA,4,0,0,0,0,0,19,18,41,12,8,149
8184,0,0.045386627,57,0,0.154818733,7750,5,0,1,0,0,2,3,18,36,22,94,374
8185,0,0.9999999,22,0,965,0,1,0,0,0,0,1,98,11,49,87,23,435
8186,0,0.065733382,39,0,7291,NA,16,1,8,0,0,0,69,11,94,16,94,50
8187,0,0.002533164,45,0,0.272287952,6000,9,0,2,0,1,6,46,2,38,3,39,71
8188,0,0.183660545,57,0,0.367940524,7666,8,0,2,0,1,5,62,2,87,62,64,323
8189,0,0.24750051,40,0,0.812633073,5635,5,0,3,0,2,3,68,15,49,44,93,458
8190,0,0.093890084,48,1,3550,NA,7,0,2,0,0,5,83,13,66,78,51,260
8191,0,0.073364221,54,0,0.268414251,5416,3,0,1,0,0,9,60,5,6,91,33,19
8192,0,0,51,0,0.281593775,7453,7,0,1,0,1,2,21,9,98,29,67,0
8193,0,0.017679646,32,0,0.086285644,8100,11,0,0,0,0,4,10,18,42,60,42,147
8194,0,0.814798943,40,0,0.670207385,1976,7,0,0,0,0,5,16,8,10,81,35,872
8195,0,0.006917756,53,1,0.211009174,4250,7,0,1,0,0,1,84,4,47,31,9,128
8196,1,0.9999999,42,0,0,3323,0,0,0,1,2,7,73,11,10,23,88,23
8197,0,0.437450728,33,1,0.575594437,2228,10,0,1,0,0,8,23,1,31,46,1,936
8198,0,0,54,0,0.488691732,13750,5,0,3,0,0,8,19,4,24,98,59,351
8199,0,0.002668273,47,1,0.519478938,8213,5,0,1,0,3,5,66,1,28,15,72,931
8200,0,9340,62,0,0.186907943,8233,2,0,1,0,3,7,24,12,61,57,54,386
8201,0,0.025619816,39,0,0.258127529,7166,12,0,2,0,3,3,41,2,31,96,95,124
8202,0,0.2328918,50,0,0.491439149,2160,7,0,2,0,2,1,50,0,82,36,57,40
8203,1,0.793606084,38,0,0.12987609,6536,11,0,0,0,2,2,91,12,21,25,77,81
8204,0,0.104900317,43,0,2517,NA,6,0,2,0,0,2,55,14,90,82,14,274
8205,0,0.121357775,52,0,0.289078991,9000,8,0,1,0,2,6,70,18,67,98,51,215
8206,0,0.568195415,58,0,0.151694786,6578,4,0,0,0,2,5,20,2,37,47,93,911
8207,0,0.038688381,42,0,0.463738697,5418,7,0,3,0,1,4,84,0,84,70,42,853
8208,0,0.326128491,73,0,4572,NA,23,0,2,0,0,5,9,6,93,85,53,820
8209,0,0.86746027,40,0,0.869244936,3800,7,0,1,0,1,1,77,11,94,30,12,40
8210,0,0.9999999,70,0,703,NA,1,1,1,0,0,1,82,15,25,36,61,251
8211,0,0.062788,65,0,0.323488694,6500,16,0,0,0,0,8,72,4,1,45,97,706
8212,0,0.085231321,70,0,0.246071701,6554,8,0,1,0,1,7,7,9,82,21,29,818
8213,0,0.012525715,47,1,0.084980237,7083,15,0,0,0,2,5,99,6,50,94,20,58
8214,0,0.032300193,79,0,0.026789284,2500,7,0,0,0,0,6,61,7,48,66,75,661
8215,0,0,76,0,0,3621,2,0,0,0,0,4,46,15,97,60,71,699
8216,0,0.9999999,61,0,0.055967633,1482,0,1,0,0,0,5,78,6,34,43,66,466
8217,1,0.325548857,49,0,0.480425979,6666,9,0,2,0,0,2,18,12,84,49,12,715
8218,0,0.768952115,41,0,4224,NA,9,0,2,0,2,8,33,1,61,61,93,126
8219,0,0.106545317,61,0,1045,NA,25,0,1,0,0,8,16,13,89,79,55,894
8220,0,0.036445721,74,0,59,NA,9,0,0,0,0,2,94,2,16,31,0,983
8221,0,0.228637096,64,0,0.474811886,7840,13,0,2,0,0,2,17,12,27,1,66,893
8222,0,0.9999999,66,0,1067,NA,2,0,1,0,0,0,87,11,79,55,98,177
8223,0,0.001333305,52,0,1,NA,5,0,0,0,0,4,83,7,44,10,14,194
8224,0,0.101422864,61,0,1317,NA,6,0,2,0,0,9,23,18,60,35,92,409
8225,0,0.001181782,55,0,0.301587302,8000,6,0,1,0,2,2,93,6,4,32,58,134
8226,0,0.842714361,27,0,0.01136543,6334,4,0,0,0,0,1,92,7,1,87,11,722
8227,0,0.54798299,51,0,0.410307898,2987,6,0,2,0,0,4,59,4,73,11,56,154
8228,0,0.14645656,59,0,0.319924773,9570,16,0,2,0,0,1,93,16,38,93,40,287
8229,0,0.092083525,78,0,0.4338804,5300,19,0,1,0,0,3,66,18,1,54,39,876
8230,0,0.088900271,56,0,0.231584745,7262,11,0,2,0,0,4,14,5,29,57,90,948
8231,1,0.943343273,52,0,0.264789408,25000,7,0,0,1,3,2,72,1,6,19,82,296
8232,0,0.969104952,43,0,0.202851762,3716,1,0,0,0,0,0,17,16,20,84,99,952
8233,0,0.809273841,60,0,0.397343862,5571,5,0,1,0,0,0,71,2,51,66,92,5
8234,0,0.091786053,48,0,0.255955532,11333,18,0,2,0,0,4,63,4,23,44,31,615
8235,0,0.427797684,45,0,0.028455285,5411,2,0,0,0,0,3,35,6,28,35,52,635
8236,0,0.111996204,72,0,0.543966152,5435,10,0,2,0,0,5,34,6,86,85,93,811
8237,0,0.136275951,56,0,0.473514779,6833,13,0,2,0,4,5,72,15,37,84,34,669
8238,0,0.026970658,77,0,28,NA,3,0,0,0,NA,8,11,1,28,50,70,553
8239,0,0,65,0,0.239417071,4322,10,0,1,0,0,8,16,13,35,22,72,541
8240,0,0.015699477,60,0,0.590939374,1500,3,0,1,0,0,1,78,4,98,47,98,86
8241,0,0.304591954,71,0,0.380505415,2769,5,0,2,0,0,0,65,3,38,45,18,33
8242,0,0.03684596,57,0,0.557269352,3500,15,0,2,0,0,8,4,0,73,27,82,976
8243,0,0.328667333,24,0,0.235105958,2500,5,0,0,0,0,6,62,5,52,2,37,993
8244,0,0.032951335,58,0,0.012078301,2400,6,0,0,0,0,6,7,12,55,85,8,272
8245,0,0.03016164,32,0,0.026687,5245,3,0,0,0,0,2,87,11,35,50,67,105
8246,0,0.214603608,51,0,1.720999405,1680,11,0,2,0,1,7,82,1,51,68,47,975
8247,0,0.128676721,35,0,0.856893543,4583,10,0,4,0,0,6,89,12,42,74,13,413
8248,0,0.383473019,31,0,0.698424069,1395,7,0,1,0,0,5,77,2,44,8,26,527
8249,1,0.799112098,63,0,0.010024301,3291,3,2,0,0,0,0,9,16,57,98,45,254
8250,0,0,32,0,435,NA,3,0,0,0,0,4,31,9,51,97,75,273
8251,1,1.013990816,31,2,2915,NA,8,1,1,1,0,8,49,4,93,81,81,713
8252,1,0.9999999,48,0,0.016731279,4900,0,0,0,0,1,4,42,11,70,90,41,935
8253,0,0.077268184,44,0,0.243907012,5333,11,0,1,0,0,8,59,19,90,7,85,576
8254,0,0.924276763,36,0,0.252430134,3291,7,0,1,0,2,2,95,12,2,37,34,259
8255,0,0.281434206,47,1,0.188086573,10441,11,0,0,0,5,1,19,14,90,56,30,69
8256,0,0.9999999,29,1,0.374925373,1674,1,0,0,0,3,1,82,4,39,61,41,170
8257,0,0.019158776,56,0,0.005271769,5500,7,0,0,0,0,4,4,3,34,46,63,652
8258,0,0.914193729,54,1,0.730998401,6880,17,0,1,0,2,0,42,16,13,94,12,4
8259,0,0.258539863,55,0,867,NA,11,0,0,0,0,6,75,4,56,26,87,77
8260,1,0.527576552,47,3,0.43219627,5950,7,0,1,0,0,2,14,14,13,32,98,636
8261,0,0.0427054,62,0,0.389984401,25000,26,0,6,0,0,2,75,15,73,14,41,833
8262,0,0.051571313,56,1,0.398100317,6000,15,0,2,0,2,6,14,1,4,17,97,263
8263,0,0.088824,67,1,0.108284535,10416,7,0,1,0,0,0,97,10,22,73,70,761
8264,0,0.51766164,62,0,0.817125492,5593,13,0,2,0,0,7,58,2,90,46,16,631
8265,0,0.070492951,40,1,0.366129585,5833,11,0,2,0,2,7,92,14,85,79,17,145
8266,0,0.9999999,57,0,0.161502966,1516,1,0,0,0,0,2,63,10,69,0,23,532
8267,1,0.49366514,34,1,0.419942077,7250,10,0,2,0,0,4,10,7,29,3,77,769
8268,0,0.170445226,34,0,0.525245792,6000,9,0,2,0,0,5,53,0,12,81,76,904
8269,0,0.065531149,68,0,0.466306739,5000,4,0,2,0,0,3,96,17,50,38,96,226
8270,1,0.699388909,42,1,3253,NA,11,0,1,0,2,0,31,3,93,29,75,571
8271,0,0.003820637,80,0,0.218446602,3501,12,0,1,0,0,8,14,2,65,12,22,125
8272,1,0.428255873,50,2,5943,NA,13,0,3,1,0,6,12,0,73,11,62,955
8273,1,0.975339088,54,1,0.488702929,3584,5,4,1,1,1,4,21,2,63,80,14,635
8274,0,0.484548355,47,0,1729,0,9,0,1,0,2,2,65,11,80,60,55,31
8275,0,0.670038819,34,0,0.081489062,7816,9,0,0,0,0,4,10,7,94,90,9,167
8276,0,0,47,0,919,NA,11,0,2,0,0,2,11,7,44,30,94,474
8277,0,0.005025909,88,0,0.00279944,5000,4,0,0,0,0,5,18,15,68,87,75,239
8278,0,0.100999954,40,0,0.492760922,7942,10,0,2,0,0,6,80,19,89,90,79,797
8279,0,0.985762167,52,0,0.567780304,5716,11,0,2,0,3,7,58,12,13,53,37,333
8280,0,0.06227541,50,0,2777,NA,9,0,2,0,3,3,10,4,98,92,29,651
8281,0,0.015738788,52,0,0.321369055,7800,6,0,2,0,1,4,97,2,91,48,41,507
8282,0,0.462146038,26,0,1.241169306,820,6,0,0,0,0,3,86,2,82,29,2,180
8283,0,0.682439799,42,0,0.362479549,5500,5,0,1,0,3,4,72,11,33,8,37,745
8284,0,0.018999487,46,0,4438,NA,8,0,1,0,2,9,54,0,98,88,4,53
8285,1,0,26,0,0.010598032,1320,3,0,0,0,0,7,39,17,72,75,8,229
8286,0,0.000473659,55,1,0.00814664,5400,8,0,0,0,0,6,46,14,29,49,33,264
8287,0,0.765942251,39,0,0.13439113,5230,4,0,0,0,2,5,56,13,6,59,94,587
8288,0,0.009381804,44,0,0.013369901,2916,14,0,0,0,0,0,60,12,7,51,63,276
8289,0,0.157394421,61,0,91,NA,3,0,0,0,0,1,22,2,58,41,0,123
8290,1,0.9999999,37,1,2486,0,7,1,1,1,4,0,50,19,59,59,79,249
8291,0,0.015998933,50,0,0.065273565,8900,6,0,0,0,2,7,42,12,78,22,61,14
8292,0,0.085249601,68,0,65,NA,4,0,0,0,0,9,29,8,12,86,2,705
8293,0,0.9999999,64,0,58,NA,1,0,0,0,0,4,38,3,7,27,22,569
8294,0,0.06742214,74,0,1514,NA,21,0,1,0,0,5,42,3,59,84,96,445
8295,0,0.107287794,49,0,0.421722336,4400,10,0,2,0,1,6,36,2,57,72,31,453
8296,0,0.253479555,42,0,0.562527045,2310,9,0,1,0,0,4,9,19,50,78,90,89
8297,0,0.086491351,63,0,0.00526205,4750,6,0,0,0,0,2,1,17,12,22,93,438
8298,0,0.219643465,53,0,0.493328713,5770,11,0,2,0,1,6,90,10,16,8,5,991
8299,0,0.050108327,42,0,0.333061806,9820,7,0,2,0,0,5,43,13,44,9,88,538
8300,0,0.033816645,41,0,0.251272016,2554,3,0,0,0,0,0,76,4,96,96,59,847
8301,0,0,39,0,1131,NA,5,0,2,0,0,4,77,11,49,62,66,425
8302,0,0.004194431,51,1,0.148560817,14000,7,0,2,0,3,0,82,14,38,22,78,328
8303,0,0.000519979,62,0,4011,NA,7,0,1,0,0,6,60,19,59,63,61,787
8304,0,0.317193832,31,0,2523,NA,6,0,2,0,NA,6,0,5,61,18,89,384
8305,0,0.17546618,52,0,0.463489623,1300,4,0,0,0,0,3,84,6,65,8,53,672
8306,0,0.081002095,71,0,0.136863137,1000,5,0,0,0,0,4,95,2,64,96,90,636
8307,0,0.48022907,49,0,0.433065106,4100,7,0,2,0,1,5,32,4,84,66,16,167
8308,1,0.574031553,44,1,0.222519455,4111,7,0,0,1,1,0,39,12,64,84,42,194
8309,0,0.03179422,81,0,0.081800446,7175,10,0,0,0,2,5,1,18,8,31,69,987
8310,0,0.797311315,47,0,6521,NA,7,0,2,1,0,9,84,12,90,27,47,863
8311,0,0.017006705,77,0,0.002705564,8500,8,0,0,0,1,4,96,16,5,8,50,456
8312,0,0.014915303,78,0,20,NA,10,0,0,0,0,9,31,17,19,69,95,391
8313,0,0.9999999,80,0,1016,NA,2,0,1,0,NA,3,5,18,90,52,56,9
8314,0,0.132442505,29,0,0.100130719,3824,5,0,0,0,0,1,60,13,67,39,67,486
8315,0,0.552699229,48,0,0.207539088,4668,9,0,0,0,2,5,34,10,10,24,22,630
8316,0,0.073234995,54,0,910,NA,6,0,0,0,4,0,13,11,72,63,78,63
8317,0,0.114207661,53,0,0.404049873,10666,10,0,3,0,1,0,76,5,14,31,56,130
8318,0,0.257010316,64,0,0.354978792,9901,18,0,3,0,0,1,64,10,12,94,92,455
8319,0,0.158926879,59,0,0.529501916,9134,13,0,1,0,1,7,25,4,92,15,96,119
8320,0,0.560540991,40,0,0.638144742,2500,12,0,0,0,1,2,51,5,48,75,0,820
8321,0,0.367864134,31,0,0.187308359,7500,9,0,0,0,0,8,70,9,58,40,20,840
8322,0,0.115992001,29,0,0.461492891,3375,13,0,1,0,0,9,38,6,7,6,91,191
8323,0,0.434228583,28,1,1.051518647,2600,12,0,1,0,3,6,84,18,3,33,75,804
8324,0,0.00166206,76,0,165,NA,15,0,1,0,0,7,96,17,66,77,21,606
8325,0,0.253189701,73,0,0.27521349,9250,12,0,1,0,0,2,33,6,91,65,2,508
8326,0,0.005609066,73,0,0.000777691,9000,7,0,0,0,0,5,27,0,29,96,47,437
8327,0,0.009542312,34,0,0.311877903,4520,12,0,1,0,0,4,80,18,52,53,21,123
8328,0,0.126597721,70,0,0.35882194,3700,11,0,1,0,0,0,37,6,70,9,27,868
8329,0,0.021132667,64,0,1092,NA,8,0,2,0,0,4,11,0,24,12,26,924
8330,0,0.133815111,37,0,0.024493877,4000,7,0,0,0,0,8,64,12,49,49,26,942
8331,0,0.038198473,29,0,557,NA,6,0,0,0,0,6,72,3,55,94,48,279
8332,0,0.587547046,56,0,0.085991401,10000,4,0,0,0,0,7,6,4,58,9,5,68
8333,0,0.206981184,43,0,0.303341902,3500,7,0,2,0,2,5,56,4,50,26,64,717
8334,0,0.03833683,31,0,0.381633595,6500,8,0,2,0,0,3,69,4,3,18,31,799
8335,0,0.3390406,31,0,0.529578404,6000,9,0,1,0,2,7,97,18,76,17,20,656
8336,0,0.288706963,46,3,0.598297367,5050,10,0,1,1,2,4,17,9,56,55,35,693
8337,0,0.372140618,34,0,0.560469141,5200,12,0,1,1,0,5,10,13,75,30,39,668
8338,0,1.004015441,60,1,0.451308261,18000,17,0,2,0,1,8,16,3,52,8,12,171
8339,0,0.271955533,43,0,886,NA,11,0,0,0,2,9,56,4,33,85,84,526
8340,0,0.9999999,24,0,498,NA,0,0,0,0,0,3,22,6,33,6,95,839
8341,0,0.0869377,69,0,0.298737403,8632,12,0,2,0,1,7,90,3,55,13,27,754
8342,0,0.982120773,51,0,0.328345802,9623,9,0,2,0,1,8,58,16,19,7,37,410
8343,0,0.153667488,64,0,3225,NA,6,0,1,0,0,2,9,14,75,83,20,732
8344,0,0.645319533,46,0,3113,NA,8,0,2,0,0,4,60,5,47,93,78,776
8345,0,0.430456017,52,0,0.251261269,12090,25,0,0,0,0,5,41,13,40,58,80,298
8346,0,0.479845849,28,0,0.219741481,850,5,0,0,0,0,8,73,1,4,78,80,690
8347,0,0.874025195,51,0,967,NA,4,0,0,0,NA,4,28,3,97,74,74,908
8348,0,0.227335453,72,0,0.146550493,7000,6,0,0,0,0,7,19,6,81,39,66,532
8349,0,0.527096239,46,2,0.736554047,9500,11,0,2,0,2,9,49,10,57,55,37,567
8350,0,0.9999999,34,0,0,2720,0,0,0,0,1,1,62,16,77,74,76,175
8351,0,0.152442139,31,0,0.077540631,5106,6,0,0,0,1,7,51,16,83,21,66,340
8352,0,0.039286273,67,0,1248,NA,7,0,1,0,0,2,12,5,17,11,39,36
8353,0,0.017097369,65,0,13,0,3,0,0,0,0,8,40,6,86,73,43,176
8354,0,0.228617022,51,0,0.299383089,8266,13,0,2,0,4,5,17,10,94,83,23,999
8355,0,0,67,0,0,NA,2,0,0,0,0,0,18,12,60,42,74,981
8356,0,0.2725662,56,0,1.047664901,2076,11,0,1,0,2,3,39,16,66,28,70,123
8357,0,0.140046499,46,0,0.102099767,9000,8,0,0,0,2,5,53,2,86,90,89,174
8358,0,0.004008502,47,0,0.141723885,15000,15,0,1,0,0,5,87,12,19,82,55,450
8359,0,0.019444174,52,0,0.124565715,11800,6,0,1,0,1,2,34,17,50,89,7,670
8360,0,0.937132858,59,0,0.024523161,10642,1,0,0,0,2,5,46,14,66,4,41,377
8361,0,0,31,0,0.368617518,7500,8,0,1,0,0,8,30,3,13,53,33,376
8362,0,0.172765447,66,0,0.104423771,5266,3,0,0,0,1,8,31,15,63,55,99,92
8363,1,0.9999999,48,3,0.454627134,1112,3,1,0,0,0,6,99,15,28,88,40,457
8364,0,0.287930723,42,0,1.704918033,2500,9,0,1,0,0,5,80,3,38,72,72,170
8365,0,0.015776451,39,1,0.214427795,7540,10,0,1,0,0,4,96,17,30,22,75,463
8366,0,0.097330166,62,0,0.022193905,9416,11,0,0,0,0,7,20,4,51,21,75,910
8367,0,0.545289127,88,1,0.181062995,13000,15,0,0,0,1,1,6,17,63,13,0,212
8368,0,0.576716838,47,0,0.312758978,11583,10,0,2,0,0,8,40,4,79,78,72,822
8369,0,0.286000133,42,0,0.435269972,6333,18,0,1,0,3,7,39,11,19,40,35,351
8370,0,0.402186486,35,0,0.431061807,4416,6,0,1,0,0,9,69,10,21,47,1,643
8371,0,0.06352663,78,0,0.161006723,5800,20,0,1,0,0,5,51,8,71,58,53,472
8372,0,0.415848131,42,0,0.253457757,12001,6,0,2,0,3,2,61,15,38,88,62,177
8373,0,0.04281429,87,0,0.147698894,2802,2,0,0,0,0,6,79,0,47,82,38,190
8374,0,0.345861655,40,0,0.15964141,11600,8,0,1,0,2,4,37,6,27,20,28,439
8375,0,0,70,0,0.344590091,4500,10,0,2,0,0,5,37,11,13,30,50,95
8376,0,0.02609739,75,0,0.00139972,5000,2,0,0,0,0,0,9,8,35,72,50,123
8377,0,0.006117822,75,1,637,NA,7,0,1,0,0,7,31,17,51,60,35,970
8378,0,0.995004995,30,0,383,NA,4,0,0,0,0,4,39,13,63,2,7,81
8379,0,0.048826853,57,0,0.007124109,8000,6,0,0,0,0,2,50,2,14,14,36,264
8380,0,0.010136133,57,1,0.696340732,8334,21,0,3,1,0,7,0,2,54,82,93,221
8381,0,1.029660019,58,0,0.405074056,14110,10,0,1,0,1,3,90,16,30,49,13,358
8382,0,0.51519388,48,0,0.536507937,6299,13,0,2,0,2,0,56,15,66,72,79,788
8383,0,0.114070874,35,0,0.353738474,9000,2,0,1,0,2,4,15,12,72,17,50,674
8384,0,0.062096572,53,0,0.370424067,8276,8,0,3,0,1,6,48,19,18,2,8,372
8385,1,0.235062839,47,1,0.382231405,6291,5,0,1,0,3,7,94,8,10,17,30,780
8386,0,0.044830376,56,0,0.260980746,6647,8,0,1,0,0,5,47,6,43,1,35,414
8387,0,0.305814788,33,0,0.34755366,7500,9,0,1,0,0,0,10,2,42,78,61,243
8388,0,0.009722778,61,0,2056,NA,6,0,2,0,0,2,33,5,13,42,43,92
8389,0,0.276141115,46,0,0.928028933,5529,13,0,4,0,1,4,22,3,0,76,85,792
8390,0,0.006307956,47,0,0.32691827,4000,7,0,1,0,2,5,49,0,79,37,89,493
8391,0,0,55,0,0.161683533,8695,10,0,1,0,1,6,53,17,60,95,35,937
8392,1,0.9999999,35,0,234,NA,8,1,0,0,0,3,47,12,46,95,71,108
8393,0,0.434962464,34,0,0.443511298,5000,8,0,1,0,1,4,13,19,45,35,18,667
8394,0,0.758657109,31,0,0.786042624,7178,14,0,2,0,0,4,2,8,40,16,8,180
8395,0,0.072089642,52,0,1.001525165,1966,9,0,1,0,0,6,59,2,61,94,95,103
8396,0,0.030848458,61,0,1732,NA,9,0,1,0,NA,8,91,3,34,67,96,660
8397,0,0.117001334,93,0,181,NA,7,0,0,0,NA,5,98,14,13,69,71,461
8398,0,0.16571414,77,0,0.538827528,5884,11,0,2,0,2,0,57,16,7,61,15,337
8399,1,0.026069485,70,0,2673,NA,11,0,2,0,0,3,8,5,31,72,40,781
8400,0,0.003860341,39,0,0.345576982,9800,10,0,1,0,0,3,69,4,48,23,0,349
8401,0,0.138535133,48,0,0.239083853,21000,13,0,2,0,4,5,88,11,6,96,59,121
8402,0,0.9999999,36,0,0.102965678,3000,1,0,0,0,2,3,0,5,31,46,55,929
8403,0,0.052568674,66,0,0.156374988,10250,3,0,1,0,1,7,73,15,90,41,85,146
8404,1,0.476717152,59,0,3792,NA,10,0,2,0,0,2,32,1,63,96,48,539
8405,0,0.422384241,60,0,0.468291159,3200,7,0,1,0,0,1,56,12,94,83,48,464
8406,0,0.013253862,54,0,0.025373225,49500,9,0,3,0,1,7,23,10,56,61,69,183
8407,0,0.110686429,69,0,0.583177103,8000,21,0,5,0,0,5,32,14,62,44,70,940
8408,0,0.341836828,49,0,0.35089694,14214,10,0,1,0,4,1,55,17,20,51,4,781
8409,0,0.06208663,58,0,0.029991431,3500,3,0,0,0,3,6,66,16,60,63,56,720
8410,0,0.9999999,43,0,1742,NA,6,0,1,0,0,6,30,0,13,3,54,181
8411,0,0.094164652,67,0,0.471388102,3529,11,0,1,0,0,1,99,14,99,58,56,206
8412,0,0.042992466,74,0,0.173612887,7821,7,0,1,0,0,0,71,6,78,0,59,428
8413,0,0.015150597,57,0,2703,NA,5,0,1,0,0,1,89,15,81,10,31,925
8414,0,0.372820726,57,0,0.456843288,5340,9,0,1,0,0,5,93,17,33,48,19,716
8415,0,0.073233115,44,0,0.375816558,7500,13,0,2,0,3,2,25,19,52,45,74,537
8416,0,0.070547163,66,1,0.268594723,13000,16,0,1,0,0,2,47,2,25,97,12,426
8417,0,0.336605818,53,1,0.175374963,10200,8,0,1,0,1,0,3,4,90,64,58,569
8418,0,0.292471548,66,0,0.69219315,4700,8,0,2,0,1,0,40,17,49,22,10,452
8419,0,0.511269726,51,2,0.292457451,16333,13,0,1,0,3,9,82,8,68,93,2,723
8420,0,0.595620219,51,2,0.574715792,7300,10,0,1,1,1,5,89,10,9,65,63,722
8421,0,0.231126348,57,0,2132,NA,6,0,1,0,2,7,71,15,97,57,6,824
8422,0,0.118988101,47,0,0.280847347,4578,4,0,1,0,0,8,9,14,20,82,62,894
8423,1,1.008796481,33,3,0.182321179,15000,11,0,2,0,2,6,57,1,31,0,11,453
8424,0,0.012081468,64,0,0.335302457,4231,7,0,2,0,1,1,54,16,54,70,40,923
8425,0,0.232553489,61,1,0.467896023,4500,9,0,1,0,0,0,17,6,93,47,0,342
8426,0,0.036299037,52,0,0.041637262,7084,2,0,1,0,0,5,94,12,21,17,36,226
8427,0,0.605635844,57,0,1.112083569,7083,27,0,1,0,2,3,0,4,50,89,89,383
8428,0,0,49,0,1179,NA,6,0,1,0,0,5,94,11,49,56,95,884
8429,0,0.094526518,70,0,0.04048913,3679,5,0,0,0,0,6,29,7,36,51,90,656
8430,0,0.016499175,79,0,0.122171946,5303,8,0,1,0,0,7,32,14,14,49,45,842
8431,0,0.586206897,33,0,0.048975512,2000,2,0,0,0,1,0,35,14,37,42,1,742
8432,0,0.025167538,33,0,0.160262418,3200,8,0,1,0,0,9,97,2,1,78,26,345
8433,0,0.005060453,53,0,4,NA,3,0,0,0,0,4,2,4,56,57,91,792
